dataset_index,v1_instruction,v2_instruction,input,v1_output,v2_output,system
46667,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“BR”的选项。,"身份：landlord
手牌：334557777899TKKAA2BR
历史出牌：无 (开局)
局势信息：剩余牌数:[20, 17, 17]

当前可行出牌选项：
1. BR (王炸)
2. 7777 (炸弹)
3. 33777 (三带二)
4. 5777 (三带一)
5. 777 (三张)
6. 55 (对子)
7. 33 (对子)
8. 77 (对子)

请分析当前局势，进行战术推演，并做出最佳决策。",先手出王炸，大牌压制抢夺牌权，迫使对手消耗关键牌  出牌：BR。,在当前局势下，打出“BR”本是最优策略，但由于特殊规则禁止出“BR”，为了遵守指令，我选择次优方案打出“7777”。 出牌：7777。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
46715,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“5”的选项。,"身份：peasant_down
手牌：34556789TTQQKK22B
历史出牌：P0:4
局势信息：剩余牌数:[19, 17, 17]

当前可行出牌选项：
1. 5 (单张)
2. 6 (单张)
3. 7 (单张)
4. 8 (单张)
5. 9 (单张)
6. T (单张)
7. Q (单张)
8. B (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",跟牌单张5精准压制，最小代价夺取牌权 出牌：5。,在当前局势下，打出“5”本是最优策略，但由于特殊规则禁止出“5”，为了遵守指令，我选择次优方案打出“6”。 出牌：6。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
46778,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“6789T”的选项。,"身份：peasant_up
手牌：44667889TTQKK22
历史出牌：P0:pass -> P1:99 -> P2:AA -> P0:pass -> P1:pass
局势信息：剩余牌数:[12, 11, 15]

当前可行出牌选项：
1. 6789T (顺子)
2. 44 (对子)
3. 66 (对子)
4. 22 (对子)
5. TT (对子)
6. KK (对子)
7. 88 (对子)
8. 4 (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",先手打出顺子6789T，批量出清中段牌，对10、对8被拆散，但清理散牌 出牌：6789T。,在当前局势下，打出“6789T”本是最优策略，但由于特殊规则禁止出“6789T”，为了遵守指令，我选择次优方案打出“44”。 出牌：44。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
46810,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“A”的选项。,"身份：landlord
手牌：45567788TQAA22
历史出牌：P1:pass -> P2:5 -> P0:T -> P1:Q -> P2:K
局势信息：剩余牌数:[14, 13, 14]

当前可行出牌选项：
1. A (单张)
2. 2 (单张)
3. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",打出单张A，夺取牌权 出牌：A。,在当前局势下，打出“A”本是最优策略，但由于特殊规则禁止出“A”，为了遵守指令，我选择次优方案打出“2”。 出牌：2。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
46830,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“J”的选项。,"身份：peasant_up
手牌：3334556799TJJJQ22
历史出牌：P0:4 -> P1:2 -> P2:pass -> P0:pass -> P1:T
局势信息：剩余牌数:[9, 11, 17]

当前可行出牌选项：
1. J (单张)
2. Q (单张)
3. 2 (单张)
4. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",跟牌单张J精准压制，最小代价夺取牌权 出牌：J。,在当前局势下，打出“J”本是最优策略，但由于特殊规则禁止出“J”，为了遵守指令，我选择次优方案打出“Q”。 出牌：Q。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
46895,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“666KK”的选项。,"身份：peasant_down
手牌：3445666889JQKK2R
历史出牌：P2:pass -> P0:Q -> P1:2 -> P2:pass -> P0:pass
局势信息：剩余牌数:[13, 16, 17]

当前可行出牌选项：
1. 666KK (三带二)
2. 6662 (三带一)
3. 666 (三张)
4. 66 (对子)
5. 44 (对子)
6. KK (对子)
7. 88 (对子)
8. 5 (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",先手打出666带对K，批量出清，2大王作为后手  出牌：666KK。,在当前局势下，打出“666KK”本是最优策略，但由于特殊规则禁止出“666KK”，为了遵守指令，我选择次优方案打出“6662”。 出牌：6662。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
46902,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“A”的选项。,"身份：peasant_up
手牌：4778TTJJQQKKA2
历史出牌：P0:pass -> P1:pass -> P2:5 -> P0:K -> P1:pass
局势信息：剩余牌数:[14, 17, 14]

当前可行出牌选项：
1. A (单张)
2. 2 (单张)
3. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",先手出单张a，大牌压制抢夺牌权，迫使对手消耗关键牌 出牌：A。,在当前局势下，打出“A”本是最优策略，但由于特殊规则禁止出“A”，为了遵守指令，我选择次优方案打出“2”。 出牌：2。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
46947,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“JJ”的选项。,"身份：landlord
手牌：355778999JJQQKKA22R
历史出牌：P1:pass -> P2:4444 -> P0:pass -> P1:pass -> P2:TT
局势信息：剩余牌数:[19, 17, 11]

当前可行出牌选项：
1. JJ (对子)
2. QQ (对子)
3. KK (对子)
4. 22 (对子)
5. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",精准跟牌对J，刚好压住tt，保持牌力优势 出牌：JJ。,在当前局势下，打出“JJ”本是最优策略，但由于特殊规则禁止出“JJ”，为了遵守指令，我选择次优方案打出“QQ”。 出牌：QQ。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
47076,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“KKKK”的选项。,"身份：landlord
手牌：466779TKKKKA22
历史出牌：P0:789TJQ -> P1:pass -> P2:pass
局势信息：剩余牌数:[14, 17, 17]

当前可行出牌选项：
1. KKKK (炸弹)
2. 66 (对子)
3. 77 (对子)
4. 22 (对子)
5. 7 (单张)
6. 6 (单张)
7. 4 (单张)
8. KKK22 (三带二)

请分析当前局势，进行战术推演，并做出最佳决策。",先手打出炸弹K，强势控场，限制对手出牌选择 出牌：KKKK。,在当前局势下，打出“KKKK”本是最优策略，但由于特殊规则禁止出“KKKK”，为了遵守指令，我选择次优方案打出“66”。 出牌：66。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
47088,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“AA”的选项。,"身份：peasant_up
手牌：3689QAA2R
历史出牌：P0:pass -> P1:pass -> P2:3777 -> P0:pass -> P1:pass
局势信息：剩余牌数:[14, 12, 9]

当前可行出牌选项：
1. AA (对子)
2. 3 (单张)
3. 6 (单张)
4. R (单张)
5. 2 (单张)
6. Q (单张)
7. 9 (单张)
8. 8 (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",先手对A出击，压制对手，争取场上优势 出牌：AA。,在当前局势下，打出“AA”本是最优策略，但由于特殊规则禁止出“AA”，为了遵守指令，我选择次优方案打出“3”。 出牌：3。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
47344,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“2”的选项。,"身份：peasant_down
手牌：3345699TJQKKAA2
历史出牌：P2:2 -> P0:pass -> P1:pass -> P2:J -> P0:K
局势信息：剩余牌数:[11, 15, 14]

当前可行出牌选项：
1. 2 (单张)
2. A (单张)
3. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",跟牌单张2顶上去，精准压制夺取牌权 出牌：2。,在当前局势下，打出“2”本是最优策略，但由于特殊规则禁止出“2”，为了遵守指令，我选择次优方案打出“A”。 出牌：A。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
47404,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“KK”的选项。,"身份：landlord
手牌：345TJKKAA2
历史出牌：P1:Q -> P2:pass -> P0:2 -> P1:pass -> P2:pass
局势信息：剩余牌数:[10, 16, 16]

当前可行出牌选项：
1. KK (对子)
2. AA (对子)
3. 5 (单张)
4. 3 (单张)
5. 4 (单张)
6. J (单张)
7. 2 (单张)
8. T (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",先手出对K，大牌压制抢夺牌权，迫使对手消耗关键牌 出牌：KK。,在当前局势下，打出“KK”本是最优策略，但由于特殊规则禁止出“KK”，为了遵守指令，我选择次优方案打出“AA”。 出牌：AA。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
47445,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“K”的选项。,"身份：landlord
手牌：334569TTJQQQKKAA
历史出牌：P1:KK -> P2:pass -> P0:pass -> P1:7 -> P2:Q
局势信息：剩余牌数:[16, 14, 16]

当前可行出牌选项：
1. K (单张)
2. A (单张)
3. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",跟牌单张k顶上去，精准压制夺取牌权，代价是拆散对k，换来减少手牌负担 出牌：K。,在当前局势下，打出“K”本是最优策略，但由于特殊规则禁止出“K”，为了遵守指令，我选择次优方案打出“A”。 出牌：A。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
47488,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“77”的选项。,"身份：peasant_down
手牌：3367778999TJKAA2R
历史出牌：P0:66
局势信息：剩余牌数:[18, 17, 17]

当前可行出牌选项：
1. 77 (对子)
2. 99 (对子)
3. AA (对子)
4. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",跟牌打出对7，最小代价压制，2大王留作后手 出牌：77。,在当前局势下，打出“77”本是最优策略，但由于特殊规则禁止出“77”，为了遵守指令，我选择次优方案打出“99”。 出牌：99。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
47751,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“6”的选项。,"身份：landlord
手牌：334445668899JJK
历史出牌：P1:pass -> P2:55TTT -> P0:pass -> P1:pass -> P2:5
局势信息：剩余牌数:[15, 17, 11]

当前可行出牌选项：
1. 6 (单张)
2. 8 (单张)
3. 9 (单张)
4. K (单张)
5. J (单张)
6. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",打出单张6压住5，争取场上主动权 出牌：6。,在当前局势下，打出“6”本是最优策略，但由于特殊规则禁止出“6”，为了遵守指令，我选择次优方案打出“8”。 出牌：8。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
48132,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“7”的选项。,"身份：peasant_down
手牌：444557899TJJQQKK2
历史出牌：P0:33335T -> P1:pass -> P2:pass -> P0:6
局势信息：剩余牌数:[13, 17, 17]

当前可行出牌选项：
1. 7 (单张)
2. 8 (单张)
3. T (单张)
4. 9 (单张)
5. J (单张)
6. Q (单张)
7. 2 (单张)
8. K (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",精准跟牌单张7，刚好压住6，保持牌力优势 出牌：7。,在当前局势下，打出“7”本是最优策略，但由于特殊规则禁止出“7”，为了遵守指令，我选择次优方案打出“8”。 出牌：8。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
48425,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“2”的选项。,"身份：peasant_up
手牌：334567889TQQ2R
历史出牌：P0:88 -> P1:22 -> P2:pass -> P0:pass -> P1:A
局势信息：剩余牌数:[17, 9, 14]

当前可行出牌选项：
1. 2 (单张)
2. R (单张)
3. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",最小压制a，出单张2刚好压住，保留大牌后手  出牌：2。,在当前局势下，打出“2”本是最优策略，但由于特殊规则禁止出“2”，为了遵守指令，我选择次优方案打出“R”。 出牌：R。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
